timestamp_s,lf_heel_l_N,lf_heel_r_N,lf_mid_l_N,lf_mid_r_N,lf_toe_l_N,lf_toe_c_N,lf_toe_r_N,rf_heel_l_N,rf_heel_r_N,rf_mid_l_N,rf_mid_r_N,rf_toe_l_N,rf_toe_c_N,rf_toe_r_N
7.220,85.983,86.278,24.420,25.753,0.000,0.000,0.000,0.912,1.456,0.000,0.000,0.000,0.000,0.000
7.230,79.509,76.494,25.426,27.461,0.142,0.000,0.000,0.842,1.949,0.000,0.000,0.000,0.000,0.141
7.240,72.943,69.918,27.793,28.642,2.053,0.000,0.252,0.607,0.650,0.000,0.000,0.000,0.000,1.379
7.250,65.511,65.335,30.006,29.442,2.832,0.000,0.959,0.672,0.000,0.000,0.000,0.000,0.000,1.535
7.260,57.539,59.509,30.704,29.736,2.501,0.000,0.000,1.088,0.000,0.000,0.000,0.506,0.000,0.733
7.270,49.788,51.117,30.661,29.492,1.722,0.000,0.000,1.145,0.000,1.031,0.000,3.279,0.381,0.000
7.280,42.749,41.994,31.263,29.000,0.981,0.000,0.000,0.498,0.981,2.545,0.000,3.745,0.886,0.000
7.290,36.534,34.542,31.912,28.570,0.533,0.000,1.014,0.043,1.341,2.042,0.000,2.163,0.811,0.000
7.300,31.000,29.137,30.643,28.102,1.003,0.000,2.542,0.679,0.000,0.573,0.000,0.244,0.000,0.968
7.310,25.999,24.764,26.994,27.065,3.171,0.000,3.585,1.776,0.000,0.000,0.587,0.000,0.000,2.308
7.320,21.634,21.035,22.736,25.004,6.786,4.825,4.941,1.955,0.000,0.000,1.063,0.328,0.000,3.185
7.330,18.138,18.219,19.689,22.049,10.378,10.717,7.297,1.106,0.378,0.033,1.498,1.927,0.000,2.981
7.340,15.569,16.004,18.073,18.757,13.044,16.787,10.639,0.584,1.370,0.000,1.528,2.757,0.000,1.738
7.350,13.890,13.539,17.140,15.693,15.995,22.822,14.989,1.272,0.611,0.132,0.728,1.664,0.000,0.225
7.360,13.017,10.441,16.180,13.303,21.358,28.953,20.853,2.197,0.000,1.549,0.000,0.000,0.000,0.000
7.370,12.247,7.064,14.433,11.639,29.498,35.529,28.342,1.743,0.000,2.867,0.000,0.000,0.370,0.000
7.380,10.154,4.157,11.157,9.918,38.615,43.671,36.445,0.026,0.000,2.451,0.000,0.000,1.343,0.000
7.390,6.109,2.582,6.639,7.060,47.208,55.231,44.184,0.000,0.178,0.506,0.000,0.075,1.765,0.000
7.400,1.687,2.698,2.421,3.225,55.634,71.065,52.224,0.137,0.000,0.000,0.168,0.972,1.811,0.000
7.410,0.000,3.631,0.000,0.274,64.636,89.418,62.028,2.133,0.000,0.000,1.388,0.000,1.316,0.000
7.420,0.000,3.684,0.000,0.000,73.762,107.116,73.284,2.718,0.000,0.000,1.791,0.000,0.000,0.000
7.430,1.482,1.952,0.000,1.752,82.172,122.495,83.496,1.006,0.286,0.000,1.991,0.000,0.000,0.000
7.440,2.055,0.000,0.000,3.188,89.707,136.074,90.621,0.000,0.722,0.000,1.917,0.000,0.000,0.000
7.450,1.233,0.000,0.000,2.385,96.077,148.153,95.081,0.000,0.000,0.000,0.501,0.553,0.000,0.000
7.460,0.000,0.000,0.000,0.075,100.037,157.029,98.506,0.000,0.000,0.000,0.000,1.040,0.000,0.497
7.470,0.000,0.000,0.000,0.000,100.542,160.396,101.138,0.000,0.000,0.305,0.000,0.000,0.482,2.488
7.480,0.000,0.141,0.150,0.000,98.218,157.790,101.369,3.686,0.000,0.820,0.000,0.000,0.746,3.464
7.490,0.000,0.000,0.252,0.435,94.725,150.796,97.802,3.858,0.691,1.052,0.000,0.000,0.569,2.601
7.500,0.000,0.000,0.431,0.642,90.667,141.121,91.042,0.000,0.000,1.219,0.000,1.652,0.179,0.443
7.510,0.000,0.914,0.484,0.000,84.904,129.167,83.046,0.000,0.000,0.868,0.581,3.947,0.000,0.000
7.520,0.000,1.362,0.000,0.000,76.273,114.516,75.037,0.000,0.000,0.000,0.000,4.015,0.000,0.000
7.530,0.136,0.000,0.000,0.000,65.517,97.442,66.671,15.949,16.395,0.000,0.000,1.347,0.821,0.000
7.540,2.390,0.000,0.000,0.522,54.928,79.782,57.331,41.162,42.040,0.000,0.000,0.000,1.351,0.000
7.550,3.489,0.000,0.000,1.822,46.261,64.137,47.645,61.757,64.003,0.000,0.000,0.000,0.183,1.957
7.560,2.749,0.000,0.000,1.826,39.401,51.802,39.083,72.619,74.599,0.000,0.000,0.000,0.000,3.363
7.570,0.761,2.515,2.309,0.491,32.838,41.447,32.050,77.730,76.609,0.845,0.986,1.703,0.000,3.381
7.580,0.000,2.954,3.791,0.000,25.098,30.452,25.027,82.684,77.779,1.888,2.291,3.061,0.000,2.198
7.590,0.000,1.308,2.934,0.000,16.094,18.079,16.344,88.510,82.544,2.139,2.482,1.702,0.581,0.652
7.600,0.208,0.000,1.538,0.000,7.493,6.953,6.777,92.934,89.900,1.727,2.059,0.000,0.527,0.000
7.610,2.333,0.000,0.909,0.000,1.548,0.650,0.000,94.755,96.712,1.426,1.594,0.000,0.000,0.000
7.620,3.538,0.000,0.624,0.000,0.000,0.000,0.000,95.433,101.005,1.899,1.504,0.000,0.000,0.000
7.630,2.876,0.612,0.035,0.299,0.000,1.784,0.000,96.960,102.571,3.126,2.091,0.000,0.000,0.000
7.640,1.071,0.448,0.000,0.430,0.922,2.819,0.000,99.167,102.019,4.481,3.256,0.000,0.000,0.000
7.650,0.000,0.000,0.868,0.917,1.309,1.789,0.416,99.850,100.000,5.371,4.437,1.225,0.000,0.092
7.660,0.359,0.008,2.652,1.724,0.645,0.000,0.000,97.573,97.001,6.004,5.392,2.335,0.000,1.101
7.670,1.803,0.811,3.518,1.360,0.000,0.000,0.000,93.410,93.387,7.286,6.788,1.974,0.164,2.076
7.680,2.724,1.567,2.785,0.000,0.000,0.000,0.000,89.247,89.423,9.704,9.379,0.454,3.741,2.611
7.690,2.358,1.517,1.125,0.000,1.004,0.000,0.000,85.183,85.059,12.671,12.770,0.000,5.347,2.280
7.700,1.386,0.516,0.000,0.000,2.295,0.000,0.227,79.825,79.774,15.223,15.683,0.000,3.573,1.197
7.710,1.085,0.000,0.000,0.000,2.790,0.000,0.000,72.862,73.107,17.005,17.421,0.000,0.415,0.000
7.720,1.641,0.000,0.000,0.000,2.299,0.000,0.000,65.734,65.407,18.290,18.602,0.000,0.000,0.000
7.730,1.715,0.000,0.000,0.000,1.395,0.723,0.000,59.321,57.695,19.286,20.295,0.000,0.000,0.000
7.740,0.222,0.000,0.000,1.109,0.626,1.599,0.000,52.596,50.765,19.890,22.495,0.000,0.330,0.305
7.750,0.000,0.000,0.752,1.947,0.000,1.506,0.000,44.656,44.663,20.200,23.748,0.210,1.787,2.291
7.760,0.000,0.000,2.270,2.050,0.000,0.804,0.609,36.829,38.985,20.706,22.775,1.632,3.021,3.585
7.770,0.000,0.000,2.217,1.627,0.000,0.100,0.527,31.247,33.427,21.425,20.204,0.602,3.666,3.163
7.780,0.420,0.000,1.625,1.161,0.000,0.000,0.000,27.911,28.046,21.319,17.907,0.000,3.294,1.627
7.790,0.859,0.000,1.362,0.981,0.000,0.000,0.000,24.565,23.097,19.420,16.807,0.000,2.165,0.817
7.800,0.000,0.000,1.234,0.873,0.000,0.000,0.000,19.621,18.772,16.390,16.242,2.691,1.479,2.099
7.810,0.000,0.000,0.763,0.271,0.000,0.000,0.000,14.109,15.173,14.083,15.336,6.625,2.619,5.145
7.820,0.000,0.000,0.201,0.000,0.000,0.000,0.317,10.123,12.296,13.488,14.060,8.686,6.322,8.536
7.830,1.027,0.000,0.187,0.000,0.000,0.000,0.294,8.049,9.851,13.669,12.791,10.101,12.540,11.551
7.840,2.776,0.000,0.644,0.000,0.369,0.000,0.695,6.416,7.361,12.788,11.493,13.951,20.658,15.123
7.850,3.441,0.000,0.666,0.000,0.468,0.000,2.101,4.256,4.756,9.945,9.698,21.332,29.827,20.763
7.860,2.482,0.000,0.000,1.146,0.000,0.000,3.523,2.376,2.706,6.229,7.153,30.561,39.700,28.745
7.870,0.402,0.000,0.000,0.629,0.000,0.000,3.517,2.012,1.996,3.978,4.257,39.538,50.827,37.785
7.880,0.000,0.742,0.000,0.000,0.000,0.000,2.125,3.128,2.556,4.469,1.830,47.464,63.587,46.384
7.890,0.000,2.069,0.000,0.000,0.227,0.000,1.053,4.482,3.324,6.323,0.479,54.271,76.868,53.864
7.900,0.000,2.021,0.347,0.313,2.939,0.000,1.697,4.739,3.129,6.841,0.130,59.696,88.804,60.080
7.910,0.000,0.413,0.444,0.791,4.149,0.000,3.508,3.269,1.747,4.967,0.188,63.733,98.601,64.925
7.920,0.000,0.000,0.000,0.000,4.140,0.000,4.698,0.409,0.056,2.297,0.183,67.193,106.415,68.478
7.930,0.000,0.000,0.000,0.000,3.815,0.000,4.111,0.000,0.000,1.086,0.000,70.528,111.531,70.910
7.940,0.097,1.189,0.731,0.000,2.935,0.000,2.002,0.000,0.000,1.840,0.000,72.285,112.150,71.886
7.950,1.776,1.660,2.766,0.889,0.702,0.000,0.000,0.000,0.000,3.002,0.000,69.947,107.336,70.579
7.960,0.000,0.000,4.266,1.535,0.000,0.000,0.000,0.000,0.703,2.714,0.000,62.641,98.070,66.416
7.970,0.000,0.000,4.202,0.396,0.000,0.000,0.000,0.050,1.544,0.782,0.000,52.328,85.992,59.444
7.980,0.534,0.000,2.599,0.000,0.000,0.000,0.000,0.964,1.974,0.000,0.000,42.340,72.181,50.339
7.990,22.663,18.547,0.135,0.000,0.944,0.063,0.355,0.384,1.612,0.000,0.382,35.188,57.830,40.537
8.000,55.350,50.203,0.000,1.047,2.290,0.163,1.541,0.000,0.650,0.000,2.084,31.159,44.871,31.649
8.010,83.038,78.331,0.000,3.139,1.313,0.091,1.427,0.000,0.000,0.000,2.257,27.911,34.424,24.105
8.020,96.620,94.036,0.000,3.196,0.000,0.000,0.329,0.000,0.000,0.000,1.826,21.998,25.214,16.974
8.030,100.426,100.397,0.000,1.341,0.000,0.000,0.000,0.000,0.000,0.000,1.848,12.438,15.276,9.742
8.040,103.975,105.174,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.355,2.624,5.202,3.595
8.050,111.521,111.887,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,2.655,0.000,0.000,0.222
8.060,120.746,119.327,0.000,0.036,0.000,0.000,1.581,0.000,0.000,0.595,2.203,0.000,0.000,0.000
8.070,127.927,125.832,0.000,0.192,0.000,0.000,2.487,0.000,1.780,1.485,0.873,0.347,0.000,0.524
8.080,131.929,131.105,0.214,0.000,0.098,0.000,2.265,0.000,3.129,0.739,0.000,2.606,0.139,0.934
8.090,134.261,135.240,0.479,0.000,1.143,0.000,1.323,0.000,2.707,0.000,0.000,3.544,1.637,0.477
8.100,136.866,138.076,0.322,0.000,1.457,0.000,0.057,0.000,0.969,0.000,0.000,3.662,1.754,0.000
8.110,139.999,139.397,0.000,2.032,1.254,0.000,0.000,0.000,0.000,0.000,0.000,2.854,0.977,0.000
8.120,141.977,139.001,0.000,4.726,1.091,0.000,0.000,0.635,0.000,0.992,1.258,1.015,0.000,0.000
8.130,141.083,136.908,0.894,6.814,1.084,0.070,0.908,1.450,0.000,1.616,2.315,0.000,0.000,0.378
8.140,137.557,133.788,3.009,8.009,0.820,1.053,4.347,1.042,0.000,1.924,2.152,0.000,0.000,1.859
8.150,133.228,130.563,5.037,8.772,0.114,1.869,6.595,0.000,0.627,2.139,1.398,0.000,0.000,2.430
8.160,129.250,127.237,6.649,9.856,0.000,1.680,5.737,0.000,0.000,1.936,0.402,0.252,0.000,1.715
8.170,124.980,122.785,9.048,11.898,0.000,0.816,2.276,0.337,0.000,1.001,0.000,0.000,0.885,0.499
8.180,119.431,116.609,13.435,15.046,0.702,0.369,0.000,2.235,0.000,0.000,0.000,0.000,2.416,0.000
8.190,112.885,109.475,19.124,18.651,1.797,0.747,0.000,2.832,0.000,0.000,0.000,0.000,2.783,0.000
8.200,106.202,102.500,23.959,21.700,1.907,1.404,0.000,1.132,0.000,0.000,0.000,0.886,1.617,0.000
8.210,99.187,95.793,26.614,23.770,1.070,1.716,1.103,0.000,0.000,0.000,0.000,3.275,0.000,0.000
8.220,91.004,88.630,27.740,25.181,0.307,1.458,4.020,0.000,0.000,0.000,0.000,3.030,0.000,0.000
8.230,82.038,80.623,28.546,26.170,0.285,0.566,4.611,0.865,0.448,0.000,0.000,0.000,0.000,0.000
8.240,73.796,72.219,29.200,26.662,0.585,0.000,2.984,3.255,1.181,0.000,0.000,0.000,0.207,0.000
8.250,66.720,64.275,29.356,27.012,0.455,0.000,0.865,2.775,0.857,0.000,0.000,0.000,1.771,1.107
8.260,59.573,57.367,29.344,27.997,0.000,0.000,0.000,0.000,0.270,2.797,0.000,0.000,2.861,1.941
8.270,51.415,51.332,29.745,29.531,0.000,0.015,0.000,0.000,0.212,5.463,0.000,0.000,3.096,0.555
8.280,42.932,45.443,30.204,30.196,0.000,2.128,0.000,0.000,0.244,5.650,0.000,0.000,2.329,0.000
8.290,35.354,39.266,29.585,28.750,0.935,3.562,0.000,1.401,0.000,3.072,0.000,0.000,0.866,0.000
8.300,29.095,33.074,27.351,25.690,2.398,4.188,0.904,3.299,0.000,0.000,0.000,0.550,0.000,0.000
8.310,23.954,27.193,24.288,22.820,4.650,4.410,2.806,1.890,0.000,0.000,0.000,1.185,0.000,0.000
8.320,19.935,21.644,21.656,21.519,7.770,4.925,5.240,0.000,0.000,0.000,0.000,0.628,0.000,1.148
8.330,17.258,16.860,19.794,21.656,10.852,6.992,8.107,0.000,1.376,2.552,0.000,0.000,0.558,1.755
8.340,15.657,13.808,17.910,21.842,13.071,11.882,11.546,0.000,1.874,3.458,0.000,0.000,1.034,1.707
8.350,14.188,12.563,15.199,20.471,15.381,19.735,16.000,0.000,0.431,1.449,0.000,0.000,0.913,1.511
8.360,12.047,11.576,11.788,16.767,19.956,29.373,21.686,0.000,0.000,0.000,0.000,0.631,0.650,1.880
8.370,9.413,9.305,8.507,11.439,27.615,39.291,28.195,1.366,0.000,0.000,0.259,4.410,0.343,3.038
8.380,7.106,6.061,6.043,6.525,36.719,48.862,35.174,2.751,0.000,0.000,1.599,6.222,0.000,4.275
8.390,5.540,3.408,4.552,3.961,45.130,59.039,43.150,2.208,0.967,2.205,2.131,5.395,0.000,4.587
8.400,4.369,2.175,3.944,3.685,52.658,72.002,52.833,0.000,2.575,2.704,1.758,3.265,0.000,3.641
8.410,3.138,1.890,4.092,3.658,60.940,89.272,63.735,0.000,2.882,0.205,1.400,1.448,1.140,2.016
8.420,1.940,1.979,4.603,2.313,71.192,109.388,74.308,0.000,1.716,0.000,1.668,0.604,1.885,0.794
8.430,1.318,2.543,4.761,0.366,82.559,127.952,83.392,0.000,0.000,0.000,1.825,0.502,1.367,0.823
8.440,1.703,3.597,4.153,0.000,92.499,141.140,90.701,0.607,0.000,0.000,0.959,0.551,0.000,1.919
8.450,2.900,4.206,3.273,0.131,98.433,149.037,95.853,1.228,0.000,2.031,0.000,0.246,0.000,2.960
8.460,3.926,3.180,2.966,0.930,99.515,154.502,98.123,1.107,2.287,2.834,0.000,0.000,0.000,3.079
8.470,3.537,0.582,3.098,0.873,97.466,158.945,97.834,1.304,5.461,1.540,0.274,0.000,0.000,2.532
8.480,1.399,0.000,2.484,0.170,95.319,160.308,96.887,1.044,4.817,0.000,0.635,0.000,0.789,2.155
8.490,0.000,0.000,0.538,0.000,94.446,155.364,96.477,0.000,0.000,0.000,0.115,0.000,2.408,2.305
8.500,0.000,0.000,0.000,0.000,92.884,143.301,94.851,0.000,0.000,0.000,0.000,0.000,1.480,2.587
8.510,0.000,1.122,0.000,0.000,87.365,126.677,89.061,0.786,0.000,0.000,0.575,0.000,0.000,2.441
8.520,0.576,1.466,0.000,0.075,77.002,109.123,78.905,16.439,14.177,0.000,1.130,0.980,0.000,1.680
8.530,2.363,0.027,0.000,0.000,64.413,92.745,67.442,40.026,40.071,0.000,0.461,1.873,0.000,0.625
8.540,2.046,0.000,0.675,0.000,53.346,77.988,57.460,61.353,61.922,0.000,0.000,2.076,0.725,0.000
8.550,0.268,0.000,1.989,0.000,45.579,65.047,49.056,73.290,73.145,0.000,0.000,1.149,2.719,0.094
8.560,0.000,0.000,1.491,0.000,39.862,54.054,40.890,77.436,77.488,0.000,0.521,0.000,1.878,0.759
8.570,0.000,0.000,0.000,0.000,33.437,44.011,32.129,80.072,81.735,1.143,2.366,0.000,0.000,1.094
8.580,0.000,0.000,0.000,1.986,24.671,33.154,22.734,85.186,87.785,2.160,3.284,0.000,0.000,0.630
8.590,0.000,0.000,0.000,3.638,14.535,21.111,13.270,91.962,93.097,1.219,2.653,0.000,0.000,0.000
8.600,0.000,0.000,1.833,3.540,5.672,9.828,5.159,97.089,95.867,0.000,1.095,1.623,0.035,0.000
8.610,0.483,0.000,3.548,1.838,0.108,1.723,0.157,98.657,97.140,0.000,0.054,1.372,1.289,0.000
8.620,2.006,0.000,3.585,0.000,0.000,0.000,0.000,98.278,98.477,0.657,0.513,0.000,0.139,0.322
8.630,2.469,0.000,2.565,0.000,0.000,0.000,0.000,99.073,99.600,5.035,2.110,0.000,0.000,2.035
8.640,1.061,0.000,1.939,0.000,0.000,0.000,1.239,101.422,99.118,8.308,3.783,0.000,0.000,2.926
8.650,0.000,0.000,1.858,0.000,0.508,0.000,1.315,101.935,96.682,8.765,5.048,1.071,0.000,2.492
8.660,0.000,1.054,1.103,0.814,1.224,0.177,0.324,97.529,93.249,7.590,6.180,1.154,0.000,1.388
8.670,1.420,2.499,0.000,1.094,0.823,0.776,0.000,89.425,89.421,7.319,7.523,0.000,1.501,0.755
8.680,3.551,2.549,0.000,0.640,0.000,0.487,0.000,81.697,84.613,9.273,9.212,0.000,2.127,1.116
8.690,3.429,1.199,0.000,0.000,0.000,0.000,0.819,76.381,78.137,12.726,11.336,0.000,1.066,1.843
8.700,0.655,0.000,0.000,0.000,0.000,0.000,1.281,71.685,70.374,16.123,13.899,0.000,0.000,1.864
8.710,0.000,0.000,0.065,0.000,0.652,0.000,0.671,65.167,62.572,18.518,16.759,0.000,0.000,0.940
8.720,0.000,0.000,0.000,0.000,1.019,0.150,0.000,57.133,55.775,19.837,19.736,0.000,0.000,0.000
8.730,0.000,0.000,0.000,1.503,0.000,0.752,0.204,50.078,50.007,20.400,22.480,0.483,0.000,0.000
8.740,0.812,0.000,0.000,2.589,0.000,0.224,1.144,45.475,44.296,20.613,24.354,2.461,0.000,0.676
8.750,1.768,1.712,0.000,1.998,0.000,0.000,1.421,42.009,37.686,20.969,24.920,3.564,2.322,2.243
8.760,0.854,1.934,0.000,0.342,0.000,0.000,0.470,37.141,30.510,21.821,24.438,3.063,3.914,3.670
8.770,0.297,0.219,0.000,0.000,0.157,0.000,0.000,30.079,24.514,22.777,23.366,1.598,3.549,4.248
8.780,1.588,0.000,0.000,0.000,2.953,0.015,0.000,22.761,21.343,22.542,21.629,0.721,1.999,3.937
8.790,3.375,0.000,0.000,0.587,2.409,0.099,0.000,17.759,20.760,20.075,18.992,1.555,1.451,3.742
8.800,3.321,0.000,0.000,0.635,0.000,0.000,0.000,15.585,20.478,15.960,15.869,3.931,3.447,5.072
8.810,1.438,0.000,0.000,0.000,0.000,0.000,0.000,14.460,17.983,12.031,13.138,7.111,7.592,8.411
8.820,0.190,0.000,0.000,0.000,0.000,0.000,0.000,12.547,12.810,9.597,11.361,11.143,12.759,12.978
8.830,1.176,0.000,0.000,0.000,0.000,0.002,0.000,9.745,7.041,8.444,10.429,16.756,18.993,17.987
8.840,3.082,0.000,0.000,0.000,0.495,1.243,0.000,7.182,3.391,7.409,9.769,23.859,27.423,23.636
8.850,3.558,0.000,0.000,0.000,0.877,2.053,0.000,5.653,2.803,5.693,8.818,31.241,38.466,30.436
8.860,2.235,0.000,0.000,0.000,0.256,2.403,0.000,5.011,3.923,3.729,7.454,38.340,50.982,38.215
8.870,0.913,0.000,0.000,0.000,0.000,2.681,0.000,4.637,4.562,2.626,6.018,46.058,63.655,46.316
8.880,1.063,0.212,0.330,0.000,0.067,3.235,0.829,4.017,3.618,2.595,5.020,54.727,76.545,54.237
8.890,2.160,2.763,1.984,0.306,0.540,3.774,1.617,2.975,1.818,2.495,4.660,62.379,90.279,61.596
8.900,2.745,3.031,3.751,1.429,0.154,3.406,1.445,1.645,0.642,1.364,4.426,66.666,103.681,67.746
8.910,2.435,0.096,4.032,1.681,0.000,1.572,0.827,0.229,0.655,0.000,3.477,67.955,113.257,71.708
8.920,2.296,0.000,2.233,0.861,0.000,0.000,0.566,0.000,1.269,0.000,1.727,68.773,115.837,72.583
8.930,3.339,0.000,0.000,0.000,0.000,0.000,0.777,0.000,1.796,0.253,0.141,70.106,111.478,70.241
8.940,4.746,0.162,0.000,0.000,0.000,0.000,1.067,0.000,2.053,1.188,0.000,69.796,103.038,65.624
8.950,3.815,3.745,0.000,0.000,0.984,0.435,1.214,0.000,2.051,0.808,0.068,65.276,92.982,59.979
8.960,0.000,1.846,0.000,0.000,0.829,1.466,1.110,0.000,1.665,0.000,0.556,56.841,81.462,53.791
8.970,0.000,0.000,0.000,0.772,0.000,0.073,0.578,0.000,0.741,0.000,0.517,47.261,67.972,46.962
8.980,0.275,0.916,0.000,2.914,0.000,0.000,0.000,1.127,0.000,0.000,0.000,38.805,53.932,39.710
8.990,22.037,21.802,0.000,3.612,0.000,0.000,0.000,1.448,0.000,0.058,0.000,31.666,42.008,32.371
9.000,54.165,54.363,0.270,2.443,0.020,0.000,0.000,1.543,0.000,1.090,0.000,24.807,32.683,24.555
9.010,82.603,83.154,1.016,0.523,1.789,2.142,0.508,1.679,0.000,1.144,0.000,17.338,23.464,15.798
9.020,98.269,98.321,0.670,0.000,2.083,2.330,0.649,1.278,1.000,0.471,0.000,9.292,12.848,7.306
9.030,103.553,103.290,0.000,0.000,0.122,0.322,0.000,0.205,1.030,0.000,0.189,1.964,3.501,1.798
9.040,106.288,107.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.115,0.000,0.000,0.693
9.050,111.476,113.845,0.000,0.674,0.000,0.000,0.000,0.396,0.000,0.000,0.000,0.000,0.210,2.075
9.060,119.374,121.427,0.000,2.643,0.000,0.527,0.000,2.223,0.000,0.000,0.000,0.000,1.918,2.457
9.070,127.835,126.874,0.000,4.759,0.000,2.178,0.000,3.459,0.000,0.000,0.000,0.000,1.222,0.396
9.080,134.518,130.080,0.000,5.776,0.211,1.937,0.331,3.200,0.000,0.000,0.000,0.000,0.000,0.000
9.090,138.252,132.907,0.000,5.239,0.000,0.090,1.715,2.017,0.000,0.206,0.000,0.000,0.000,0.000
9.100,139.695,136.412,0.000,3.997,0.000,0.000,0.401,1.117,0.000,0.000,0.000,0.895,0.000,0.000
9.110,140.438,139.477,2.517,3.360,1.412,0.000,0.000,1.042,0.000,0.000,0.179,1.815,2.425,0.000
9.120,141.142,140.131,5.674,4.099,3.629,0.000,0.000,1.316,0.000,0.000,3.210,2.175,3.859,0.000
9.130,140.983,137.998,6.962,6.070,4.522,0.000,0.000,1.233,0.541,0.000,4.888,2.152,2.793,0.000
9.140,138.963,134.726,6.662,8.469,3.315,0.000,0.000,0.694,0.437,0.000,3.900,2.386,0.000,0.000
9.150,135.071,131.846,7.287,10.486,1.183,0.000,0.849,0.147,0.000,0.898,1.305,3.086,0.000,0.000
9.160,130.012,129.122,10.722,11.915,0.000,0.000,0.243,0.016,0.000,1.340,0.000,3.658,0.000,0.000
9.170,124.412,125.454,15.695,13.171,0.000,0.000,0.000,0.368,0.000,1.121,0.435,3.411,0.000,0.038
9.180,118.422,120.441,19.270,14.706,0.000,0.000,0.000,0.883,0.000,1.126,2.114,2.282,0.050,1.622
9.190,111.761,114.257,20.513,16.583,0.000,0.000,0.000,1.069,0.000,2.146,2.619,0.644,1.046,2.281
9.200,104.197,106.627,21.119,18.780,0.000,0.000,0.000,0.751,0.000,3.376,1.457,0.000,0.990,2.345
9.210,96.056,97.146,22.535,21.535,0.000,0.919,0.000,0.362,0.000,3.222,0.000,0.000,0.596,2.712
9.220,87.913,86.678,24.206,24.832,0.000,2.920,0.000,0.459,0.000,1.634,0.000,0.000,0.674,3.387
9.230,79.803,77.342,25.174,27.781,0.000,3.572,0.000,0.891,0.000,0.197,0.272,0.000,1.270,3.333
9.240,71.460,70.437,25.870,29.325,0.000,2.174,0.000,0.893,0.000,0.000,0.999,0.235,1.623,1.913
9.250,63.331,64.890,27.238,29.652,1.769,0.000,0.000,0.214,0.346,0.000,0.836,0.000,1.139,0.006
9.260,56.388,58.491,28.951,30.036,3.058,0.000,0.000,0.000,1.275,0.000,0.000,0.000,0.062,0.000
9.270,50.783,50.603,29.703,31.011,1.155,0.000,0.000,0.000,1.502,0.000,0.000,0.000,0.000,0.000
9.280,45.566,42.985,29.034,31.510,0.000,0.000,0.000,0.867,1.087,0.000,0.000,0.000,0.000,0.000
9.290,39.866,37.584,27.828,30.327,0.000,0.000,0.135,1.985,0.706,0.000,0.000,0.000,0.000,0.000
9.300,33.567,34.149,26.906,27.684,0.000,0.109,1.446,2.885,0.912,2.450,0.000,0.467,0.453,0.000
9.310,26.991,30.709,25.946,24.729,3.531,1.905,3.193,3.498,1.537,2.963,0.000,1.462,1.865,0.000
9.320,20.795,26.125,24.277,22.126,7.800,5.559,5.418,3.641,2.107,1.559,0.000,2.599,2.346,0.000
9.330,15.939,21.249,22.098,19.920,10.853,10.271,8.283,3.128,2.542,0.000,0.000,2.839,1.584,0.288
9.340,12.962,17.349,20.103,18.192,13.593,15.102,12.224,2.060,2.961,0.000,0.000,1.614,0.412,0.000
9.350,11.444,14.229,18.129,16.745,17.323,19.999,17.655,0.815,3.097,0.324,0.000,0.000,0.000,0.000
9.360,10.376,10.763,15.094,14.470,22.459,25.844,24.533,0.000,2.605,1.669,0.000,0.000,0.300,0.000
9.370,8.806,7.034,10.605,10.333,28.825,33.677,32.278,0.000,1.812,2.208,0.067,0.000,0.054,2.219
9.380,6.398,4.701,6.115,5.375,36.430,44.168,40.110,0.000,1.447,1.399,0.000,0.000,0.000,4.265
9.390,3.895,4.662,3.858,2.602,45.249,57.581,47.537,0.623,1.679,0.000,0.000,0.000,0.000,3.921
9.400,2.659,5.249,4.492,3.936,54.675,73.621,54.687,1.583,2.013,0.000,0.000,0.000,0.000,1.532
9.410,3.232,3.937,6.132,7.642,63.928,91.168,62.211,1.811,2.063,0.000,0.000,0.000,0.000,0.000
9.420,4.514,0.700,6.135,9.578,72.715,108.547,70.680,0.686,1.824,0.038,0.000,0.000,0.000,0.000
9.430,4.617,0.000,3.767,7.049,81.019,124.265,79.800,0.000,1.219,1.687,0.000,0.000,0.000,0.123
9.440,2.602,0.000,0.739,1.225,88.560,137.445,88.249,0.000,0.178,2.249,0.000,0.373,0.000,0.354
9.450,0.000,1.852,0.000,0.000,94.816,147.669,94.526,0.000,0.000,1.259,0.000,1.259,0.000,0.000
9.460,0.000,3.288,0.000,0.000,99.335,154.628,98.059,0.000,0.348,0.000,0.000,0.346,0.000,0.083
9.470,0.000,1.924,0.282,0.000,101.676,157.943,99.201,1.318,2.601,0.000,0.000,0.000,0.131,1.256
9.480,0.000,0.000,0.665,1.072,101.214,157.097,98.243,0.915,3.245,0.000,1.347,0.000,2.125,2.336
9.490,0.746,0.000,0.400,3.449,97.650,151.537,95.019,0.000,0.000,0.353,2.273,0.774,2.582,2.307
9.500,0.398,0.000,0.000,2.747,91.722,141.376,89.618,0.000,0.000,0.821,1.521,2.483,1.305,1.555
9.510,0.000,1.685,0.000,0.126,84.643,127.984,82.788,0.412,0.000,0.386,0.344,2.410,0.000,0.908
